listing_id,raw_output
34," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""MULTIBEAM"": true,
  ""4-Zonen"": true,
  ""THERMOTRONIC"": true,
  ""Klima hinten"": true,
  ""Burmester 3D"": true,
  ""AMG Line"": true,
  ""Pano"": true,
  ""Apple CarPlay"": true,
  ""Android Auto"": true,
  ""Adaptives Dämpfungssystem"": true,
  ""Adaptive Geschwindigkeitsregelung Plus (DISTRONIC PLUS)"": true,
  ""Aktiver Park-Assistent"": true,
  ""Aktiver Totwinkel-Assistent"": true,
  ""Heckaufprallwarn- und -schutzsystem"": true,
  ""DISTRONIC PLUS Querträger (DTR+Q)"": true,
  ""Bremsassistent Plus"": true,
  ""Bremsassistent PLUS mit Kreuzungsassistent (BAS+Q)"": true,
  ""Autonome Bremsung / Fußgängerschutz, PRE-SAFE® PLUS"": true,
  ""Memory-Paket (Fahrersitz, Lenksäule und Spiegel)"": true,
  ""PRE-SAFE® Bremse"": true,
  ""AIRMATIC DC / semiaktive Luftfederung"": true,
  ""360°-Kamera"": true,
  ""Bedienungsanleitung und Serviceheft – Englisch (USA/CAN)"": true,
  ""Smartphone-Integrationspaket"": true,
  ""Fahrerpaket"": true,
  ""Elektrisch verstellbarer Fahrersitz rechts mit Memoryfunktion"": true,
  ""Automatisch abblendender Innen- und Außenspiegel"": true,
  ""Holz-Leder-Lenkrad"": true,
  ""Knieairbag"": true,
  ""Ecall Notrufsystem"": true,
  ""Multikontursitze vorn mit Massagefunktion"": true,
  ""Klimatisierte Vordersitze"": true,
  ""Automatisches Panorama-Schiebedach"": true,
  ""9-Gang-Automatikgetriebe"": true,
  ""Offroad Paket"": true,
  ""Reifendruckkontrolle (RDK)"": true,
  ""Elektrisch anklappbare Außenspiegel"": true,
  ""Verkehrszeichenerkennung"": true,
  ""Dachhimmel, Stoff schwarz"": true,
  ""COMAND APS NTG5/NTG5.5"": true,
  ""Sonnenblende mit Zusatzfunktion"": true,
  ""Spezifisches Interieurpaket für Night Series"": true,
  ""Verbreiterter Radlauf für AMG-Räder"": true,
  ""Premium-Soundsystem"": true,
  ""Einzel-DVD-Laufwerk"": true,
  ""Glas dunkel getönt"": true,
  ""Elektrischer EASY-ENTRY"": true,
  ""Elektrisch umklappbarer dritter Sitz Sitzreihe"": true,
  ""Trittbrett in Aluminiumoptik mit Gumminoppen"": true,
  ""Rear Seat Entertainment System (2 Bildschirme)"": true,
  ""Innenlichtpaket"": true,
  ""Zentralverriegelung"": true,
  ""KEYLESS-GO"": true,
  ""Automatische Hecktür"": true,
  ""KEYLESS-Start"": true,
  ""Park-Paket"": true,
  ""Spiegelpaket"": true,
  ""Night-Paket"": true,
  ""Memory-Paket vorn"": true,
  ""Beifahrersitz mit Gewichtssensor"": true,
  ""Selenitgrau Metallic"": true,
  ""Automatik Getriebe"": true,
  ""Kontrollcode für Wartungsintervall 15.000 km"": true,
  ""V8-Ottomotor M278"": true,
  ""Hubraum 4,6 Liter"": true
}"
35," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""Keine Angabe"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": true,
  ""MULTIBEAM_ILS"": true,
  ""4-Zonen_THERMOTRONIC_Klima hinten"": true,
  ""2-Zonen_THERMATIC"": false,
  ""Burmester_3D"": false,
  ""Burmester_(Standard)"": false,
  ""AMG Line"": true,
  ""Pano"": true,
  ""Navi Plus"": true,
  ""ILS LED"": true,
  ""20\"" Leichtmetallfelgen"": true,
  ""Fahrassistenz-P+"": true,
  ""Thermotronik 3-Z"": true,
  ""Lenkrad heizbar"": true,
  ""Memory"": true,
  ""Panorama"": true,
  ""Garagentoröffner"": true,
  ""SiKlimatisierung"": true,
  ""Harman-Kardon"": true,
  ""PDC"": true,
  ""Armlehne"": true,
  ""Beheizbares Lenkrad"": true,
  ""Elektr. Fensterheber"": true,
  ""Elektr. Seitenspiegel"": true,
  ""Elektr. Sitzeinstellung"": true,
  ""Elektr. Sitzeinstellung mit Memory-Funktion"": false,
  ""Elektr. Sitzeinstellung, hinten"": true,
  ""Lederlenkrad"": true,
  ""Panorama-Dach"": true,
  ""Schiebedach"": true,
  ""Schlüssellose Zentralverriegelung"": true,
  ""Sitzheizung"": true,
  ""Sitzheizung hinten"": true,
  ""Sitzbelüftung"": true,
  ""Zentralverriegelung"": true,
  ""Berganfahrassistent"": true,
  ""Bordcomputer"": true,
  ""Multifunktionslenkrad"": true,
  ""Schaltwippen"": true,
  ""Servolenkung"": true,
  ""Bluetooth"": true,
  ""Freisprecheinrichtung"": true,
  ""Navigationssystem"": true,
  ""Soundsystem"": true,
  ""Sprachsteuerung"": true,
  ""USB"": true,
  ""ABS"": true,
  ""Abstandswarner"": true,
  ""Blendfreies Fernlicht"": true,
  ""Elektr. Wegfahrsperre"": true,
  ""ESP"": true,
  ""Fernlichtassistent"": true,
  ""Geschwindigkeitsbegrenzer"": true,
  ""Isofix"": true,
  ""Lichtsensor"": true,
  ""Nebelscheinwerfer"": true,
  ""Notbremsassistent"": true,
  ""Notrufsystem"": true,
  ""Regensensor"": true,
  ""Reifendruckkontrolle"": true,
  ""Spurhalteassistent"": true,
  ""Start/Stopp-Automatik"": true,
  ""Totwinkel-Assistent"": true,
  ""Traktionskontrolle"": true,
  ""Verkehrszeichenerkennung"": true,
  ""Airbags"": ""Front-, Seiten- und weitere Airbags"",
  ""Tagfahrlicht (Art)"": ""LED-Tagfahrlicht"",
  ""Hauptscheinwerfer"": ""LED-Scheinwerfer"",
  ""Kurvenlicht (Art)"": ""Adaptives Kurvenlicht"",
  ""Einparkhilfe"": ""Hinten""
}"
36," {
  ""TUV"": true,
  ""Scheckheft"": true,
  ""Bereifung"": ""8-fach"",
  ""Garantie"": 24,
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""MULTIBEAM"": true,
  ""4-Zonen"": true,
  ""THERMOTRONIC"": true,
  ""Klima hinten"": true,
  ""Burmester 3D"": true,
  ""Burmester (Standard)"": false,
  ""AMG Line"": true,
  ""Pano"": true
}"
37," {
  ""TUV"": ""neu"",
  ""Scheckheft"": ""keine Angabe"",
  ""Bereifung"": ""8-fach bereift (Allwetterreifen)"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Keine"",
  ""Abstandsregeltempomat"": ""DISTRONIC"",
  ""Matrix-LED_MULTIBEAM"": ""MULTIBEAM"",
  ""Klimaautomatik"": {
    ""4-Zonen"": true,
    ""2-Zonen"": false
  },
  ""Burmester"": ""Burmester High-End 3D-Soundsystem"",
  ""AMG Line"": true,
  ""Pano"": true,
  ""Ausstattung_Sonstiges"": [
    ""Ambiente-Beleuchtung"",
    ""AMG Driver's Package"",
    ""Ascher anstelle Ablagefach"",
    ""Audio-Navigationssystem: COMAND Online"",
    ""Easy-Entry System elektr."",
    ""Entertainment-System im Fond (2 Bildschirme)"",
    ""Fahrassistenz-Paket Plus"",
    ""Feuerlöscher"",
    ""Innenausstattung: Zierteile Klavierlack schwarz / Carbon (AMG)"",
    ""Lenkrad (AMG Performance, Dinamica)"",
    ""LM-Felgen 10x21 (AMG, Kreuzspeichen mattschwarz, glanzgedreht)"",
    ""Media Interface (Universal-Schnittstelle für iPod / AUX / USB / MP3)"",
    ""Metallic-Lackierung"",
    ""Panorama-Schiebedach"",
    ""Park-Paket 360° Camera"",
    ""Reserverad als Faltrad"",
    ""Servoschliessung für Türen"",
    ""Sitzbezug / Polsterung: Leder Exklusiv Nappa"",
    ""Sitze vorn: Klimatisierung,Kühlung"",
    ""Sitzheizung vorne"",
    ""Sitzheizung Hinten"",
    ""Sonnenschutzrollo an Türscheiben hinten"",
    ""Sound-System Harman-Kardon mit Logic7-Surround-System"",
    ""Spiegel-Paket"",
    ""E-Ausfahrbare AHK"",
    ""Trittbretter"",
    ""Privacy Verglassung"",
    ""Active Curve System"",
    ""Adaptives Bremslicht"",
    ""Airbag Beifahrerseite abschaltbar"",
    ""Airbag Fahrer-/Beifahrerseite"",
    ""AMG-Optic-/Styling-Paket 1"",
    ""Antriebs-Schlupfregelung (ASR)"",
    ""Antriebsart"": ""Allradantrieb"",
    ""Armaturentafel in Ledernachbildung Artico"",
    ""Außenspiegel elektr. verstell- und heizbar, beide"",
    ""Außenspiegel Wagenfarbe"",
    ""Blinkleuchte in Außenspiegel integriert"",
    ""Bremsanlage mit großen Bremsscheiben (Hochleistungs-Bremssystem)"",
    ""Bremssättel lackiert"",
    ""Dachreling Chromoptik"",
    ""Design- und Ausstattungslinie Standard"",
    ""Edelstahlpedale Sportdesign"",
    ""Einstiegschienen (Edelstahl)"",
    ""elektronisches Traktionssystem (ETS)"",
    ""Fahrassistenz-System: Agility Select / Dynamic Select (Fahrmodusschalter)"",
    ""Fahrassistenz-System: aktiver Bremsassistent"",
    ""Fahrassistenz-System: aktiver Park-Assistent"",
    ""Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor)"",
    ""Fahrassistenz-System: Berganfahrhilfe"",
    ""Fahrassistenz-System: Seitenwind-Assistent"",
    ""Fensterheber elektrisch vorn + hinten"",
    ""Feststellbremse elektrisch"",
    ""Fußmatten AMG"",
    ""Gepäcknetz / Tasche an Vordersitzlehne"",
    ""Gepäckraumabdeckung / Rollo"",
    ""Handschuhfach mit Kühlfunktion"",
    ""Heckklappe mit automatischem Öffnungs- und Schließsystem"",
    ""Heckleuchten LED"",
    ""Infotainment-System: Mercedes me connect"",
    ""Intelligent Light System LED"",
    ""Isofix-Aufnahmen für Kindersitz an Rücksitz"",
    ""Karosserie: 5-türig"",
    ""Knieairbag Fahrerseite"",
    ""Komfort-Klimaautomatik (Thermotronik 3-Zonen)"",
    ""Kopf-Airbag-System (Windowbag)"",
    ""Kotflügelverbreiterung"",
    ""Lenkrad mit Multifunktion"",
    ""Memory-Paket"",
    ""Mercedes-Benz Notrufsystem"",
    ""Mittelarmlehne hinten"",
    ""Motor 5,5 Ltr. - 430 kW V8 KAT"",
    ""Multikontursitze vorn"",
    ""PRE-SAFE-System"",
    ""Radstand 3075 mm"",
    ""Reifendruck-Kontrollsystem"",
    ""Rücksitzlehne geteilt / klappbar"",
    ""Schadstoffarm nach Abgasnorm Euro 6"",
    ""Scheibenwaschanlage beheizt"",
    ""Seitenairbag (Sidebag) vorn"",
    ""Sitze vorn elektr. verstellbar"",
    ""Sitzheizung vorn"",
    ""Sonnenblenden mit Spiegel (beleuchtet)"",
    ""Sport-Fahrwerk (AMG)"",
    ""Sportsitze vorn"",
    ""Start/Stop-Anlage"",
    ""Steckdose (12V-Anschluß)"",
    ""Trittbretter seitlich (Aluminium)"",
    ""Verbundsicherheitsglas VSG"",
    ""1.Reihe"",
    ""Wärmeschutzverglasung""
  ]
}"
38," {
  ""TEIL 1"": {
    ""TUV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
    ""Klimaautomatik"": {
      ""Zonen"": ""4-Zonen"",
      ""Thermotronic"": true
    },
    ""Soundsystem"": ""Burmester High-End 3D-Soundsystem""
  },
  ""TEIL 2"": {
    ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
    ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
    ""4_Zonen_THERMOTRONIC_Klima_hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
    ""2_Zonen_THERMATIC"": {
      ""Soundsystem"": ""Burmester Surround-Soundsystem""
    },
    ""AMG Line"": ""AMG Line"",
    ""Pano"": ""Panorama-Schiebedach""
  }
}"
39," {
  ""TEIL 1"": {
    ""TUV"": null,
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach (keine Angabe zu Winterreifen oder Allwetterreifen)"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle""
  },
  ""TEIL 2"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""2-Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester 3D"": false,
    ""Burmester (Standard)"": false,
    ""AMG Line"": true,
    ""Pano"": true,
    ""Park-Paket"": true,
    ""Scheibenwaschanlage beheizt"": true,
    ""Seitenscheiben hinten und Heckscheibe abgedunkelt"": true,
    ""Sound-System Harman-Kardon mit Logic7-Surround-System"": true,
    ""Spiegel-Paket"": true,
    ""Trittbretter seitlich (Aluminium)"": true,
    ""Vorrüstung Mobiltelefon/Handy / Komfort-Telefonie / LTE-fähig"": true,
    ""Weitere Ausstattung"": {
      ""Adaptives Bremslicht"": true,
      ""Airbag Fahrer-/Beifahrerseite"": true,
      ""Aktive Motorhaube"": true,
      ""Antriebs-Schlupfregelung (ASR)"": true,
      ""Antriebsart"": ""Allradantrieb"",
      ""Außenspiegel elektr. verstell- und heizbar, beide"": true,
      ""Außenspiegel Wagenfarbe"": null,
      ""Blinkleuchte in Außenspiegel integriert"": true,
      ""Dachreling Chromoptik"": true,
      ""Design- und Ausstattungslinie AMG Line"": true,
      ""elektronisches Traktionssystem (ETS)"": true,
      ""Fahrassistenz-System: Agility Select / Dynamic Select (Fahrmodusschalter)"": true,
      ""Fahrassistenz-System: aktiver Bremsassistent"": true,
      ""Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor)"": true,
      ""Fahrassistenz-System: Bergabfahrkontrolle (Downhill-Speed-Regulation)"": true,
      ""Fahrassistenz-System: Berganfahrhilfe"": true,
      ""Fahrassistenz-System: Seitenwind-Assistent"": true,
      ""Fensterheber elektrisch vorn + hinten"": true,
      ""Feststellbremse elektrisch"": true,
      ""Gepäckraumabdeckung / Rollo"": true,
      ""Handschuhfach mit Kühlfunktion"": true,
      ""Heckklappe mit automatischem Öffnungs- und Schließsystem"": true,
      ""Heckleuchten LED"": true,
      ""Infotainment-System: Mercedes me connect"": true,
      ""Isofix-Aufnahmen für Kindersitz an Rücksitz"": true,
      ""Karosserie"": ""5-türig"",
      ""Knieairbag Fahrerseite"": true,
      ""Kopf-Airbag-System (Windowbag)"": true,
      ""Lenkrad mit Multifunktion"": true,
      ""LM-Felgen"": null,
      ""Mercedes-Benz Notrufsystem"": true,
      ""Mittelarmlehne hinten"": true,
      ""Motor 3,0 Ltr. - 190 kW CDI KAT"": true,
      ""PRE-SAFE-System"": true,
      ""Radstand 3075 mm"": true,
      ""Reifendruck-Kontrollsystem"": true,
      ""Rücksitzlehne geteilt / klappbar"": true,
      ""Schadstoffarm nach Abgasnorm Euro 6"": true,
      ""SCR-System (AdBlue-Technologie)"": true,
      ""Seitenairbag (Sidebag) vorn"": true,
      ""Sitze vorn elektr. verstellbar"": true,
      ""Sonnenblenden mit Spiegel (beleuchtet)"": true,
      ""Start/Stop-Anlage"": true,
      ""Steckdose (12V-Anschluß)"": null,
      ""Underfahrschutz"": true,
      ""Wärmeschutzverglasung"": true
    }
  }
}"
40," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service A neu"": true,
  ""Bereifung"": ""8-fach. Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4-Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2-Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester (Standard)"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach"",
  ""Exterieur"": {
    ""R41 45,7 cm (18"") Leichtmetallräder im 10-Speichen-Design"": true,
    ""500 Außenspiegel elektrisch anklappbar"": true,
    ""K11 Adaptives Bremslicht"": true,
    ""628 Airmatic-Paket (ADS)"": true,
    ""474 Dieselpartikelfilter"": true,
    ""890 Easy-Pack Heckklappe"": true,
    ""B03 ECO Start-Stop Funktion"": true,
    ""U60 Fußgängerschutz"": true,
    ""642 LED Intelligent Light System"": true,
    ""351 Mercedes-Benz Notrufsystem"": true,
    ""280 Multifunktionslenkrad"": true,
    ""235 Parkpilot"": true,
    ""475 Reifendruckkontrolle (RDK)"": true,
    ""218 Rückfahrkamera"": true,
    ""414 Schiebedach"": true,
    ""560 Vordersitze elektrisch einstellbar"": true,
    ""U77 Diesel-Abgasreinigungsanlage BlueTEC inklusive AdBlue® Behälter"": true,
    ""17U Digitales Extra: Android Auto"": true,
    ""16U Digitales Extra: Apple CarPlay"": true,
    ""513 Digitales Extra: Verkehrszeichen-Assistent"": true,
    ""367 Digitales Extra: Vorrüstung für Live Traffic Information"": true,
    ""B59 Dynamic Select"": true,
    ""723 EASY-PACK Laderaumabdeckung"": true,
    ""215 Fahrwerk mit adaptivem Dämpfungssystem"": true,
    ""946 Halteösen hinten am Innenhimmel"": true,
    ""51U Innenhimmel Stoff schwarz"": true,
    ""360 Kommunikationsmodul (UMTS) für die Nutzung von Mercedes me connect Diensten"": true,
    ""807 Modelljahr"": 20XX, // Extract the year from Modelljahr value
    ""14U Smartphone Integrationspaket"": true,
    ""587 Umfeldbeleuchtung mit Projektion des Markenlogos"": true,
    ""386 Universal-Telefonie-Paket"": true,
    ""11U Vorrüstung für Remote Online"": true,
    ""840 Wärmedämmend dunkel getöntes Glas"": true,
    ""734 Zierelemente Holz Eukalyptus braun glänzend"": true,
    ""Sonstiges"": {
      ""Keine Haftung für Druck & Schreibfehler"": true,
      ""Irrtum und Zwischenverkauf vorbehalten"": true
    }
  },
  ""Ausstattungslinien und -Pakete"": {
    ""P49 Spiegel-Paket"": true,
    ""U22 4-Wege-Lordosenstütze"": true,
    ""421 9G-TRONIC"": true,
    ""057 Änderungsjahr 26/2"": ""Jahr 20XX"", // Extract the year from Änderungsjahr value
    ""258 Aktiver Brems-Assistent"": true,
    ""249 Außen-/Innenspiegel mit Abblendautomatik"": true,
    ""367 Digitales Extra: Vorrüstung für Live Traffic Information"": true
  }
}"
41," {
  ""Teil 1"": {
    ""TUV"": ""HU/AU neu"",
    ""Scheckheft"": ""lückenlos bei Mercedes"",
    ""Bereifung"": ""8-fach"",
    ""Garantie"": ""24 Monate"",
    ""Unfallfrei"": true,
    ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  },
  ""Teil 2"": {
    ""DISTRONIC"": true,
    ""ACC"": true,
    ""MULTIBEAM"": true,
    ""ILS"": true,
    ""4-Zonen"": true,
    ""THERMOTRONIC"": true,
    ""Klima hinten"": true,
    ""2-Zonen"": false,
    ""THERMATIC"": false,
    ""Burmester 3D"": true,
    ""Burmester (Standard)"": false,
    ""AMG Line"": true,
    ""Pano"": true,
    ""Panorama-Schiebedach"": true,
    ""Park-Paket"": true,
    ""Scheibenwaschanlage beheizt"": true,
    ""Seitenairbag (Sidebag) hinten und Heckscheibe abgedunkelt"": true,
    ""Sender für Garagentoröffner (integriert)"": true,
    ""Adaptives Bremslicht"": true,
    ""Airbag Fahrer-/Beifahrerseite"": true,
    ""Aktive Motorhaube"": true,
    ""Antriebs-Schlupfregelung (ASR)"": true,
    ""Antriebsart"": ""Allradantrieb"",
    ""Armaturentafel Oberteil in Ledernachbildung Artico"": true,
    ""Außenspiegel elektr. verstell- und heizbar"": true,
    ""Außenspiegel Wagenfarbe"": true,
    ""Blinkleuchte in Außenspiegel integriert"": true,
    ""Dachreling (Aluminium)"": true,
    ""Design- und Ausstattungslinie AMG Line"": true,
    ""elektronisches Traktionssystem (ETS)"": true,
    ""Fahrassistenz-System: Agility Select / Dynamic Select (Fahrmodusschalter)"": true,
    ""Fahrassistenz-System: aktiver Bremsassistent"": true,
    ""Fahrassistenz-System: Attention-Assist (Müdigkeitserkennungs-Sensor)"": true,
    ""Fahrassistenz-System: Bergabfahrkontrolle (Downhill-Speed-Regulation)"": true,
    ""Fahrassistenz-System: Berganfahrhilfe"": true,
    ""Fahrassistenz-System: Seitenwind-Assistent"": true,
    ""Fensterheber elektrisch vorn + hinten"": true,
    ""Feststellbremse elektrisch"": true,
    ""Gepäcknetz / Tasche an Vordersitzlehne"": true,
    ""Gepäckraumabdeckung / Rollo"": true,
    ""Handschuhfach mit Kühlfunktion"": true,
    ""Heckklappe mit automatischem Öffnungs- und Schließsystem"": true,
    ""Heckleuchten LED"": true,
    ""Infotainment-System: Mercedes me connect"": true,
    ""Isofix-Aufnahmen für Kindersitz an Rücksitz"": true,
    ""Karosserie"": ""5-türig"",
    ""Knieairbag Fahrerseite"": true,
    ""Kopf-Airbag-System (Windowbag)"": true,
    ""Lenkrad mit Multifunktion"": true,
    ""Lenksäule (Lenkrad) mechan. verstellbar"": true,
    ""Mercedes-Benz Notrufsystem"": true,
    ""Motor 3,0 Ltr. - 190 kW CDI KAT"": true,
    ""PRE-SAFE-System"": true,
    ""Radstand"": ""3075 mm"",
    ""Reifendruck-Kontrollsystem"": true,
    ""Rücksitzlehne geteilt / klappbar"": true,
    ""Schadstoffarm nach Abgasnorm Euro 6"": true,
    ""SCR-System (AdBlue-Technologie)"": true,
    ""Seitenairbag (Sidebag) vorn"": true,
    ""Sitze vorn elektr. verstellbar"": true,
    ""Start/Stop-Anlage"": true,
    ""Steckdose (12V-Anschluß)"": true,
    ""Underfahrschutz"": true,
    ""Wärmeschutzverglasung"": true,
  }
}"
42," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Bereifung"": ""8-fach, Allwetterreifen"",
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC_ACC"": ""Abstandsregeltempomat (DISTRONIC)"",
  ""MULTIBEAM_ILS"": ""Matrix-LED / MULTIBEAM"",
  ""4-Zonen_THERMOTRONIC_Klima hinten"": ""Klimaautomatik (4-Zonen / THERMOTRONIC)"",
  ""2-Zonen_THERMATIC"": ""Klimaautomatik (2-Zonen / THERMATIC)"",
  ""Burmester 3D"": ""Burmester High-End 3D-Soundsystem"",
  ""Burmester (Standard)"": ""Burmester Surround-Soundsystem"",
  ""AMG Line"": ""AMG Line (Achte darauf, ob auch Night-Paket erwähnt wird!)"",
  ""Pano"": ""Panorama-Schiebedach""
}"
43," {
  ""TUV"": ""HU/AU neu"",
  ""Scheckheft"": ""lückenlos bei Mercedes"",
  ""Service A neu"": true,
  ""Bereifung"": ""8-fach"",
  ""Allwetterreifen"": true,
  ""Garantie"": ""24 Monate"",
  ""Unfallfrei"": true,
  ""Mängel"": ""Steinschlag Frontscheibe, Felge zerkratzt, Delle"",
  ""DISTRONIC"": true,
  ""ACC"": true,
  ""MULTIBEAM"": true,
  ""ILS"": true,
  ""4-Zonen"": true,
  ""THERMOTRONIC"": true,
  ""Klima hinten"": true,
  ""2-Zonen"": false,
  ""THERMATIC"": false,
  ""Burmester 3D"": false,
  ""Burmester (Standard)"": true,
  ""AMG Line"": true,
  ""Pano"": true,
  ""Standheizung"": true,
  ""Mercedes-Benz Notrufsystem"": true,
  ""Memory-Paket"": true,
  ""Dieselpartikelfilter"": true,
  ""Reifendruckkontrolle"": true,
  ""Innenhimmel Stoff kristallgrau"": true,
  ""Sitzheizung im Fond"": true,
  ""Park-Pilot"": true,
  ""Sitzheizung für Fahrer und Beifahrer"": true,
  ""Aktiver Totwinkel-Assistent"": true,
  ""Scheibenwaschanlage"": true,
  ""Steuercode Umstellung WLTP"": true,
  ""Aktiver Spurhalte-Assistent"": true,
  ""Verkehrszeichen-Assistent"": true,
  ""Ambientebeleuchtung"": true,
  ""Fondgurt-Statusanzeige im Instrumenten-Display"": true,
  ""Fahrassistenz-Paket"": true,
  ""Kommunikationsmodul (LTE) für die Nutzung von Mercedes me connect Diensten"": true,
  ""Vorruestung für Live Traffic Information"": true,
  ""LED Intelligent Light System"": true,
  ""Remote Online"": true,
  ""AIRMATIC Paket"": true,
  ""Beifahrerairbag-Abschaltung"": true,
  ""Abgasreinigung EURO 6 Technik"": true,
  ""L Linkslenkung"": true,
  ""EASY-PACK Heckklappe"": true,
  ""PRE-SAFE PLUS"": true,
  ""AMG Styling"": true,
  ""4-Wege-Lordosenstütze"": true,
  ""Radlaufverbreiterung"": true,
  ""DVD-Player"": true,
  ""TIREFIT"": true,
  ""Kofferraumwanne"": true,
  ""Lenk-Assistent"": true,
  ""9G-TRONIC"": true,
  ""BAS PLUS"": true,
  ""Aktiver Brems-Assistent mit Kreuzungsfunktion"": true,
  ""Halteösen hinten am Innenhimmel"": true,
  ""FEuerlöscher"": true,
  ""dunkel getöntes Glas"": true,
  ""EASY-ENTRY-System elektrisch"": true,
  ""Laderaumabdeckung"": true,
  ""3. Sitzreihe"": true,
  ""Trittbretter beleuchtet in Aluminium-Optik mit Gumminoppen"": true,
  ""Seitenfenster hinten elektr. ausstellbar"": true,
  ""COC-Papier EU6 - mit Zulassungsbescheinigung Teil II"": true,
  ""ECO Start-Stopp-Funktion"": true,
  ""Kneebag"": false,
  ""U60 Fußgängerschutz"": true,
  ""Park-Paket"": true,
  ""Spiegel-Paket"": true,
  ""fahrwerk mit adaptivem Dämpfungssystem"": true,
  ""Zierelemente Holz Eukalyptus braun glänzend"": true,
  ""Klimatisierungsautomatik THERMOTRONIC"": true,
  ""Umfeldbeleuchtung mit Projektion des Markenlogos"": true,
  ""Diesel-Abgasreinigungsanlage BlueTEC inklusive AdBlue Behälter"": true,
  ""Außenspiegel elektrisch anklappbar"": true,
  ""360-Kamera"": true,
  ""adaptiver Fernlicht-Assistent Plus"": true,
  ""lered schwarz"": true,
  ""Telefonisch sind wir Montags - Freitags bis 20:00 Uhr und Samstags bis 16:00 Uhr erreichbar"": true,
  ""Leasing/Finanzierung und Inzahlungnahme möglich"": true,
  ""Irrtum und Zwischenverkauf vorbehalten"": true,
  ""Alle Angaben ohne Gewähr"": true
}"
